,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
8719,20000,female,high school,2,48,17332.0,18600.0,17947.0,18758.0,19292.0,19201.0,1580.0,1367.0,1178.0,712.0,742.0,2000.0,not default
8720,50000,female,high school,1,42,31422.0,32420.0,33462.0,36199.0,36803.0,37566.0,1521.0,1563.0,3300.0,1500.0,1500.0,1600.0,default
8721,60000,female,university,1,48,50806.0,50980.0,51874.0,51808.0,16941.0,17295.0,2000.0,2100.0,1400.0,600.0,1000.0,1000.0,default
8722,50000,female,university,2,35,50421.0,41408.0,35929.0,0.0,0.0,0.0,0.0,2180.0,0.0,0.0,0.0,0.0,not default
8723,360000,female,university,1,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not default
8724,110000,female,university,1,35,46640.0,47686.0,48737.0,50157.0,51560.0,52965.0,1600.0,1600.0,2000.0,2000.0,2000.0,2000.0,not default
8725,180000,female,university,2,39,2875.0,0.0,2125.0,0.0,0.0,0.0,0.0,2125.0,0.0,0.0,0.0,0.0,not default
8726,180000,female,university,2,31,0.0,1152.0,3338.0,0.0,0.0,0.0,1152.0,3338.0,0.0,0.0,0.0,0.0,not default
8727,50000,female,university,2,42,48080.0,48062.0,48667.0,49311.0,24663.0,24854.0,1763.0,2112.0,1756.0,324.0,336.0,351.0,not default
8728,30000,female,university,1,45,13440.0,13923.0,17194.0,16625.0,17442.0,18016.0,1000.0,3500.0,0.0,1400.0,1000.0,1000.0,not default
8729,140000,female,university,1,46,264.0,1024.0,264.0,1024.0,264.0,264.0,1024.0,528.0,1024.0,264.0,264.0,414.0,not default
8730,50000,female,university,1,44,3351.0,4368.0,5391.0,6401.0,6528.0,6664.0,1077.0,1100.0,1106.0,233.0,241.0,243.0,default
8731,120000,female,graduate school,2,35,2776.0,2549.0,2558.0,2577.0,249.0,1976.0,2549.0,2558.0,2577.0,0.0,1976.0,1000.0,default
8732,50000,female,university,2,45,330.0,330.0,4975.0,4810.0,330.0,330.0,330.0,4975.0,4838.0,330.0,330.0,330.0,not default
8733,80000,female,high school,1,42,71650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not default
8734,300000,female,graduate school,1,43,-763.0,-754.0,-745.0,-1302.0,-527.0,-518.0,1000.0,1000.0,1100.0,1100.0,1000.0,2500.0,not default
8735,80000,female,graduate school,1,37,1330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not default
8736,70000,female,university,2,34,71332.0,71122.0,70012.0,66541.0,31609.0,31259.0,2744.0,3239.0,3405.0,1085.0,1102.0,1155.0,default
8737,500000,female,graduate school,2,35,12590.0,13598.0,14650.0,15559.0,14861.0,15173.0,1225.0,1277.0,1186.0,478.0,496.0,509.0,not default
8738,230000,female,university,1,46,8136.0,3590.0,2936.0,476.0,476.0,476.0,1500.0,1000.0,476.0,476.0,476.0,1685.0,not default
8739,80000,female,high school,1,45,35401.0,36399.0,37689.0,38580.0,39104.0,39484.0,1587.0,1877.0,1768.0,1292.0,900.0,1365.0,not default
8740,240000,female,graduate school,2,31,43601.0,-15.0,-15.0,-15.0,-15.0,1185.0,0.0,0.0,0.0,0.0,1200.0,0.0,not default
8741,30000,female,university,1,42,30149.0,28117.0,27761.0,28053.0,28249.0,23580.0,0.0,2000.0,1507.0,3100.0,3100.0,3100.0,default
8742,80000,female,university,1,40,80934.0,82150.0,0.0,0.0,0.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,default
8743,200000,female,high school,1,43,623.0,623.0,5477.0,623.0,623.0,773.0,623.0,5477.0,623.0,623.0,773.0,623.0,not default
8744,20000,female,high school,1,39,15307.0,14769.0,15232.0,16677.0,16119.0,16548.0,0.0,1000.0,2000.0,0.0,1000.0,1000.0,default
8745,160000,female,graduate school,2,31,1494.0,696.0,1395.0,898.0,894.0,2198.0,2.0,1399.0,903.0,896.0,2204.0,786.0,default
8746,70000,female,university,2,38,21047.0,22102.0,22949.0,23275.0,23596.0,23078.0,1700.0,1500.0,1000.0,1000.0,0.0,2100.0,not default
8747,20000,female,university,1,43,6459.0,7470.0,8492.0,9547.0,20766.0,12197.0,1123.0,1145.0,1200.0,2000.0,3000.0,1000.0,not default
8748,200000,female,graduate school,1,45,632.0,337.0,670.0,0.0,0.0,0.0,337.0,670.0,0.0,0.0,0.0,451.0,not default
8749,20000,female,high school,1,43,20461.0,19833.0,20502.0,19461.0,19244.0,20130.0,0.0,1700.0,0.0,800.0,1600.0,1000.0,not default
8750,50000,female,university,1,33,40738.0,43923.0,45409.0,47718.0,46480.0,48756.0,4200.0,2500.0,3500.0,0.0,2800.0,1400.0,not default
8751,290000,female,graduate school,1,35,0.0,0.0,0.0,2262.0,5205.0,8114.0,0.0,0.0,2262.0,3000.0,3000.0,0.0,default
8752,310000,female,graduate school,2,29,976.0,-7.0,-7.0,-7.0,1440.0,3079.0,0.0,0.0,0.0,1447.0,3094.0,0.0,not default
8753,30000,female,university,1,30,24061.0,25156.0,25949.0,28478.0,27754.0,28186.0,1800.0,1500.0,3000.0,0.0,1001.0,2500.0,default
8754,500000,female,other,1,39,-397.0,227.0,-37.0,-37.0,-37.0,213.0,2200.0,0.0,0.0,0.0,250.0,0.0,not default
8755,100000,female,university,1,32,74136.0,72052.0,71007.0,69470.0,65424.0,64349.0,3200.0,3300.0,2910.0,2400.0,2340.0,2400.0,not default
8756,70000,female,high school,1,37,74117.0,72168.0,70177.0,65735.0,55468.0,53266.0,2589.0,2511.0,2254.0,2000.0,2000.0,1766.0,not default
8757,180000,female,high school,1,43,780.0,0.0,390.0,780.0,0.0,0.0,0.0,780.0,780.0,0.0,0.0,0.0,not default
8758,50000,female,university,1,43,51229.0,46954.0,51221.0,49759.0,49820.0,50525.0,2100.0,5896.0,0.0,2000.0,1988.0,2000.0,not default
8759,70000,female,high school,1,38,59020.0,57400.0,21868.0,13514.0,14303.0,14211.0,50.0,1379.0,1500.0,1000.0,1000.0,1000.0,not default
8760,350000,female,graduate school,1,42,360.0,360.0,360.0,360.0,510.0,510.0,360.0,360.0,360.0,510.0,510.0,360.0,not default
8761,80000,female,high school,1,30,40654.0,41687.0,42719.0,43018.0,44013.0,45058.0,2000.0,2000.0,1300.0,2000.0,1900.0,1900.0,default
8762,500000,female,graduate school,2,31,1779.0,644.0,1138.0,643.0,628.0,905.0,644.0,1138.0,643.0,630.0,905.0,3111.0,not default
8763,80000,female,graduate school,1,32,4927.0,4693.0,3342.0,4844.0,3728.0,2612.0,0.0,0.0,4844.0,0.0,0.0,0.0,default
8764,20000,female,graduate school,2,31,416.0,416.0,0.0,416.0,416.0,416.0,416.0,416.0,832.0,416.0,416.0,416.0,not default
8765,30000,female,university,2,31,29078.0,28312.0,29733.0,29183.0,28082.0,27434.0,0.0,1900.0,2600.0,11.0,1500.0,1700.0,default
8766,180000,female,graduate school,2,32,10831.0,17816.0,18247.0,33230.0,5168.0,0.0,7201.0,1000.0,0.0,103.0,0.0,0.0,default
8767,20000,female,university,1,30,3366.0,0.0,0.0,0.0,2105.0,2105.0,0.0,0.0,0.0,2105.0,0.0,0.0,not default
8768,120000,female,graduate school,2,29,632.0,316.0,316.0,632.0,316.0,316.0,0.0,316.0,632.0,0.0,316.0,782.0,default
8769,50000,female,university,2,30,35758.0,36664.0,30897.0,14693.0,247.0,0.0,3000.0,3000.0,5000.0,0.0,0.0,0.0,not default
8770,420000,female,graduate school,2,30,46209.0,26552.0,15189.0,13787.0,9199.0,4405.0,1543.0,2005.0,5000.0,2000.0,1000.0,240.0,not default
8771,60000,female,university,2,30,10809.0,11160.0,10913.0,12469.0,6060.0,5382.0,3160.0,2604.0,2160.0,4060.0,3382.0,3751.0,not default
8772,140000,female,graduate school,1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not default
8773,360000,female,university,1,33,11596.0,11775.0,0.0,0.0,0.0,0.0,1058.0,0.0,0.0,0.0,0.0,0.0,not default
8774,290000,female,graduate school,2,29,10370.0,5681.0,7124.0,8038.0,4029.0,6059.0,1400.0,1507.0,2580.0,2050.0,2030.0,0.0,not default
8775,200000,female,graduate school,2,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,default
8776,360000,female,high school,2,38,1638.0,3060.0,0.0,0.0,1444.0,-1382.0,3060.0,0.0,0.0,1444.0,1382.0,0.0,not default
8777,360000,female,graduate school,1,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,default
8778,90000,female,high school,2,42,91240.0,92795.0,93557.0,47166.0,48406.0,49695.0,4895.0,4806.0,1547.0,3000.0,3000.0,1720.0,not default
8779,80000,female,university,1,41,390.0,390.0,390.0,-390.0,0.0,1560.0,390.0,780.0,0.0,390.0,1780.0,0.0,default
8780,10000,female,university,1,46,7660.0,8689.0,8403.0,9505.0,8889.0,10263.0,1306.0,0.0,1735.0,0.0,2000.0,0.0,default
8781,130000,female,graduate school,1,40,989.0,989.0,989.0,989.0,990.0,702.0,991.0,991.0,991.0,992.0,703.0,992.0,not default
8782,80000,female,university,1,40,37123.0,38317.0,20896.0,21604.0,22035.0,22496.0,2072.0,1651.0,1359.0,790.0,817.0,821.0,not default
8783,30000,female,university,1,44,28864.0,30108.0,29367.0,28605.0,27855.0,29649.0,2000.0,0.0,0.0,0.0,2400.0,1300.0,not default
8784,80000,female,university,1,40,63340.0,53262.0,39422.0,33954.0,29070.0,27785.0,6.0,2006.0,4000.0,0.0,1118.0,3000.0,not default
8785,80000,female,university,1,48,49526.0,48304.0,27864.0,27033.0,27617.0,26761.0,1740.0,1800.0,1500.0,1000.0,965.0,1500.0,not default
8786,210000,female,graduate school,1,41,-28.0,-28.0,3330.0,0.0,0.0,300.0,0.0,3358.0,0.0,0.0,300.0,0.0,not default
8787,230000,female,graduate school,1,39,63370.0,64621.0,65380.0,66520.0,66343.0,63498.0,2305.0,2515.0,2370.0,2180.0,2500.0,2200.0,not default
8788,110000,female,university,1,40,23303.0,23978.0,22369.0,20608.0,20608.0,20606.0,1511.0,1772.0,1320.0,750.0,745.0,747.0,not default
8789,40000,female,graduate school,1,48,38549.0,37924.0,37648.0,38804.0,39651.0,40794.0,2000.0,1700.0,2000.0,2000.0,2000.0,2000.0,not default
8790,70000,female,graduate school,2,34,36467.0,40505.0,43333.0,36959.0,27296.0,23474.0,5000.0,5000.0,1500.0,546.0,1000.0,1746.0,not default
8791,300000,female,graduate school,1,47,514.0,2392.0,148.0,148.0,148.0,0.0,2392.0,148.0,148.0,148.0,0.0,747.0,default
8792,50000,female,high school,1,35,49930.0,48261.0,49027.0,49564.0,28609.0,28302.0,2300.0,3000.0,2503.0,1500.0,1204.0,2000.0,not default
8793,250000,female,university,1,35,92966.0,37341.0,38905.0,35356.0,34978.0,35822.0,1641.0,2205.0,2000.0,2000.0,1000.0,1000.0,default
8794,70000,female,graduate school,1,35,51143.0,53185.0,55030.0,56530.0,55027.0,58461.0,3500.0,3300.0,3000.0,0.0,4500.0,2500.0,default
8795,150000,female,graduate school,1,43,885.0,-123.0,-123.0,240.0,123.0,123.0,123.0,0.0,363.0,0.0,123.0,123.0,not default
8796,300000,female,high school,2,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,default
8797,20000,female,university,1,42,8395.0,8114.0,10293.0,9979.0,10329.0,10391.0,0.0,2479.0,0.0,515.0,377.0,617.0,not default
8798,380000,female,university,1,38,12538.0,6666.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,not default
8799,60000,female,university,1,41,56483.0,55643.0,54941.0,50291.0,35829.0,36602.0,2203.0,4687.0,11.0,1500.0,1500.0,2000.0,default
8800,130000,female,graduate school,1,46,15393.0,16624.0,18932.0,22001.0,3403.0,3859.0,1593.0,3000.0,4000.0,0.0,3860.0,249.0,not default
8801,360000,female,university,1,43,9011.0,4045.0,1780.0,2380.0,2230.0,2275.0,4045.0,0.0,4760.0,0.0,2275.0,2280.0,not default
8802,60000,female,university,1,35,3167.0,5601.0,5366.0,6772.0,6515.0,7906.0,2500.0,0.0,1500.0,0.0,1500.0,0.0,not default
8803,240000,female,graduate school,1,34,2799.0,855.0,858.0,1048.0,2695.0,0.0,855.0,3.0,1054.0,2695.0,0.0,0.0,not default
8804,410000,female,graduate school,1,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3996.0,not default
8805,90000,female,university,2,44,15089.0,17023.0,18451.0,17857.0,20256.0,20785.0,2500.0,2000.0,0.0,2700.0,1000.0,0.0,default
8806,10000,female,high school,2,50,600.0,600.0,600.0,600.0,600.0,2050.0,0.0,0.0,0.0,0.0,1450.0,0.0,default
8807,240000,female,university,1,50,978.0,193.0,386.0,579.0,386.0,193.0,193.0,386.0,386.0,0.0,0.0,536.0,not default
8808,150000,female,graduate school,2,36,0.0,990.0,0.0,234.0,0.0,0.0,990.0,0.0,234.0,0.0,0.0,0.0,not default
8809,150000,female,graduate school,1,50,6350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not default
8810,60000,female,university,1,49,58928.0,59446.0,56761.0,41130.0,27097.0,27331.0,2500.0,2300.0,1547.0,1396.0,1200.0,2000.0,not default
8811,50000,female,university,1,51,44664.0,48028.0,46985.0,50484.0,50404.0,50241.0,4110.0,0.0,4600.0,1000.0,2000.0,0.0,not default
8812,220000,female,university,1,51,36022.0,12838.0,8605.0,5352.0,-5048.0,-5048.0,3010.0,3040.0,1000.0,0.0,0.0,0.0,not default
8813,50000,female,high school,2,60,46554.0,50774.0,49551.0,22673.0,17147.0,17505.0,5000.0,0.0,2300.0,1000.0,635.0,580.0,default
8814,50000,female,university,1,56,50586.0,46993.0,33136.0,34475.0,19666.0,19128.0,2000.0,2000.0,2000.0,1000.0,1259.0,1000.0,not default
8815,40000,female,university,1,53,4621.0,6527.0,7776.0,7502.0,7651.0,7811.0,2150.0,1500.0,0.0,274.0,283.0,436.0,default
8816,50000,female,high school,1,59,-639.0,-639.0,-1800.0,0.0,0.0,0.0,0.0,900.0,1800.0,0.0,0.0,0.0,default
8817,110000,female,graduate school,1,55,632.0,316.0,0.0,632.0,316.0,632.0,0.0,0.0,948.0,0.0,632.0,0.0,not default
8818,360000,female,high school,1,70,1960.0,732.0,735.0,-10.0,-10.0,-10.0,800.0,3.0,0.0,0.0,0.0,0.0,not default
8819,200000,female,high school,2,63,632.0,632.0,316.0,316.0,316.0,316.0,0.0,0.0,316.0,316.0,316.0,316.0,default
8820,140000,female,university,2,53,8068.0,9446.0,13271.0,11243.0,12091.0,12691.0,1535.0,5004.0,1451.0,1000.0,1000.0,3194.0,not default
8821,80000,female,university,2,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,default
8822,260000,female,university,1,56,2338.0,0.0,0.0,0.0,58.0,1058.0,0.0,0.0,0.0,58.0,1000.0,1000.0,not default
8823,30000,female,university,1,58,11223.0,10746.0,13545.0,13531.0,13017.0,14008.0,0.0,2993.0,500.0,0.0,1200.0,0.0,default
8824,30000,female,high school,1,54,22147.0,24770.0,26068.0,28842.0,28094.0,27361.0,3000.0,2000.0,3500.0,0.0,0.0,1000.0,not default
8825,10000,female,high school,1,52,2465.0,3475.0,4366.0,4148.0,4579.0,4360.0,1200.0,1100.0,0.0,500.0,0.0,500.0,not default
8826,50000,female,high school,1,61,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,not default
8827,10000,female,high school,1,51,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,default
8828,20000,female,high school,1,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,default
8829,80000,female,high school,1,62,36088.0,37257.0,36288.0,37630.0,26424.0,27342.0,2100.0,2100.0,2400.0,1100.0,1500.0,1500.0,not default
8830,50000,female,university,1,55,41696.0,41768.0,42561.0,42871.0,7606.0,11267.0,1674.0,2079.0,2001.0,500.0,4423.0,4000.0,default
8831,30000,female,high school,1,56,25158.0,24466.0,24087.0,25890.0,25175.0,26870.0,0.0,300.0,2500.0,0.0,2100.0,0.0,not default
8832,50000,female,high school,1,52,5976.0,6405.0,6828.0,6229.0,390.0,390.0,2000.0,2000.0,1004.0,10.0,390.0,390.0,not default
8833,20000,female,university,3,56,17977.0,19194.0,18405.0,0.0,380.0,-400.0,3000.0,1000.0,400.0,380.0,0.0,1720.0,not default
8834,300000,female,high school,1,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not default
8835,50000,female,university,2,53,51320.0,50602.0,50095.0,34120.0,33235.0,32377.0,1952.0,1979.0,1495.0,1144.0,1165.0,946.0,not default
8836,70000,female,high school,2,60,10083.0,11091.0,12117.0,13125.0,13407.0,13692.0,1184.0,1210.0,1218.0,500.0,500.0,543.0,not default
8837,160000,female,high school,1,53,0.0,0.0,3613.0,2722.0,0.0,0.0,0.0,3613.0,0.0,0.0,0.0,0.0,not default
8838,70000,female,high school,2,55,4664.0,5680.0,6703.0,7853.0,7316.0,7350.0,1100.0,1123.0,1273.0,407.0,300.0,300.0,not default
8839,60000,female,university,1,59,54506.0,56998.0,59111.0,59595.0,58079.0,56892.0,4000.0,3601.0,2000.0,0.0,0.0,0.0,not default
8840,80000,female,university,1,61,74156.0,73878.0,64656.0,60537.0,42610.0,42769.0,3000.0,2506.0,3008.0,3000.0,2000.0,3000.0,not default
8841,230000,female,graduate school,1,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,default
8842,160000,female,university,1,58,1443.0,1443.0,1443.0,1443.0,1443.0,1443.0,1443.0,1443.0,1443.0,1443.0,1443.0,1443.0,not default
8843,30000,female,university,1,55,13532.0,14647.0,15525.0,0.0,0.0,0.0,1647.0,1525.0,0.0,0.0,0.0,0.0,default
8844,60000,male,university,1,46,57487.0,59228.0,60040.0,58722.0,19790.0,19250.0,2706.0,3004.0,1475.0,690.0,1000.0,1200.0,not default
8845,50000,male,university,1,64,28433.0,27682.0,28403.0,27648.0,28202.0,30008.0,0.0,1459.0,0.0,1013.0,2264.0,0.0,not default
8846,20000,male,university,2,27,780.0,390.0,390.0,0.0,780.0,0.0,0.0,390.0,0.0,780.0,0.0,0.0,not default
8847,50000,male,high school,2,24,40751.0,30786.0,30285.0,14225.0,12668.0,10880.0,1627.0,3053.0,2005.0,550.0,400.0,1000.0,not default
8848,500000,female,graduate school,2,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not default
8849,50000,male,high school,2,23,1789.0,4249.0,4038.0,5275.0,0.0,0.0,2500.0,0.0,1500.0,0.0,0.0,0.0,default
8850,30000,male,graduate school,2,24,29015.0,27080.0,25933.0,26319.0,28754.0,17491.0,1400.0,1800.0,1100.0,3000.0,500.0,1000.0,default
8851,50000,male,graduate school,2,23,18666.0,15554.0,17159.0,8402.0,6646.0,7534.0,2000.0,2000.0,1500.0,500.0,1000.0,2000.0,not default
8852,80000,male,graduate school,2,24,77225.0,75429.0,71977.0,56023.0,47582.0,48039.0,3649.0,2502.0,2205.0,1702.0,1800.0,1908.0,not default
8853,30000,male,university,1,23,27172.0,28224.0,29276.0,28635.0,30127.0,30525.0,1800.0,1800.0,150.0,2250.0,1000.0,0.0,default
8854,80000,male,other,2,24,52991.0,50195.0,44410.0,22649.0,20650.0,0.0,2121.0,2358.0,3123.0,1500.0,0.0,0.0,not default
8855,30000,male,university,2,35,18915.0,20290.0,24727.0,24031.0,25579.0,25030.0,2000.0,5100.0,0.0,1949.0,0.0,912.0,default
8856,100000,male,university,2,23,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,not default
8857,10000,male,university,2,24,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,default
8858,50000,male,university,2,24,25932.0,24924.0,22599.0,24613.0,23922.0,25481.0,1800.0,0.0,2700.0,0.0,2100.0,0.0,not default
8859,20000,male,university,2,22,8785.0,8134.0,9992.0,10526.0,11049.0,11865.0,1142.0,2000.0,1000.0,1000.0,1000.0,1000.0,not default
8860,10000,male,university,2,22,6829.0,6571.0,8950.0,8658.0,9413.0,9117.0,0.0,2500.0,0.0,900.0,0.0,971.0,default
8861,50000,male,university,2,24,49989.0,48512.0,43701.0,40429.0,9727.0,9606.0,1800.0,2000.0,1118.0,1000.0,500.0,1000.0,not default
8862,30000,male,university,2,23,30620.0,30432.0,30263.0,29418.0,30275.0,0.0,2000.0,2500.0,1200.0,1000.0,0.0,0.0,not default
8863,50000,male,university,2,23,49283.0,48570.0,49362.0,47907.0,18145.0,17495.0,1781.0,3264.0,1400.0,3000.0,350.0,133.0,not default
8864,20000,male,high school,2,24,18661.0,17895.0,19598.0,19701.0,3486.0,199.0,1400.0,2000.0,1000.0,400.0,199.0,0.0,not default
8865,20000,male,university,2,25,17584.0,20000.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,not default
8866,100000,male,university,2,25,49199.0,48285.0,390.0,390.0,390.0,390.0,1000.0,390.0,390.0,390.0,390.0,390.0,not default
8867,50000,male,university,2,25,15491.0,15934.0,17168.0,18376.0,19068.0,19760.0,1000.0,1500.0,1500.0,1000.0,1000.0,2500.0,default
8868,100000,male,graduate school,2,24,33921.0,34920.0,36030.0,37173.0,35875.0,36263.0,1563.0,1673.0,1816.0,1213.0,1248.0,1212.0,not default
8869,30000,male,high school,2,25,23421.0,24228.0,25331.0,26347.0,27508.0,30118.0,1500.0,1500.0,1439.0,1600.0,3200.0,0.0,default
8870,50000,male,university,1,25,42238.0,43259.0,35307.0,23096.0,18970.0,19514.0,1807.0,1405.0,1366.0,1000.0,1000.0,1000.0,default
8871,50000,male,university,2,25,-1587.0,-5174.0,-2587.0,-2587.0,-2587.0,-2587.0,0.0,0.0,0.0,0.0,0.0,0.0,default
8872,50000,male,graduate school,2,25,48848.0,48208.0,48265.0,43451.0,19790.0,17790.0,1845.0,1967.0,1400.0,396.0,0.0,0.0,not default
8873,50000,male,graduate school,2,24,5524.0,6474.0,8896.0,7088.0,7109.0,6898.0,1500.0,2700.0,0.0,500.0,500.0,500.0,default
8874,30000,male,university,2,24,31529.0,30752.0,29991.0,29192.0,28210.0,28543.0,0.0,0.0,0.0,1100.0,1300.0,2000.0,not default
8875,150000,male,university,1,25,890.0,-180.0,101.0,480.0,0.0,0.0,0.0,281.0,600.0,0.0,0.0,0.0,not default
8876,180000,male,university,2,25,12891.0,14275.0,15737.0,16603.0,17395.0,17182.0,1600.0,2000.0,1500.0,1003.0,1003.0,1006.0,not default
8877,80000,male,high school,2,26,79558.0,81906.0,76228.0,76841.0,9534.0,7371.0,3694.0,3470.0,3305.0,500.0,300.0,500.0,default
8878,30000,male,high school,2,25,23075.0,23996.0,25407.0,27312.0,8810.0,6355.0,2000.0,2500.0,3000.0,178.0,1000.0,0.0,not default
8879,10000,male,university,2,23,1473.0,1863.0,0.0,390.0,390.0,780.0,1863.0,0.0,390.0,390.0,780.0,0.0,not default
8880,20000,male,university,2,24,16239.0,16276.0,16715.0,18327.0,17735.0,19446.0,600.0,1000.0,2200.0,0.0,2000.0,0.0,not default
8881,20000,male,high school,2,26,21667.0,21081.0,19661.0,26158.0,13560.0,15324.0,0.0,25.0,2000.0,1000.0,2000.0,1000.0,default
8882,80000,male,university,2,27,48329.0,45920.0,47186.0,46882.0,49170.0,48269.0,5004.0,5013.0,5000.0,4000.0,0.0,2002.0,not default
8883,120000,male,university,2,28,70124.0,71355.0,72962.0,58163.0,33358.0,16829.0,3000.0,2830.0,1600.0,3600.0,300.0,1000.0,not default
8884,20000,male,university,2,26,16167.0,15615.0,18047.0,17322.0,17122.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,not default
8885,150000,male,graduate school,2,26,26443.0,27996.0,28963.0,8355.0,10355.0,12355.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,not default
8886,190000,male,university,2,26,2204.0,3479.0,4886.0,6258.0,8969.0,9009.0,1800.0,1797.0,1785.0,3142.0,490.0,2000.0,not default
8887,50000,male,university,2,28,48431.0,45008.0,40226.0,41256.0,43962.0,44913.0,1700.0,2000.0,1700.0,3400.0,1800.0,0.0,not default
8888,80000,male,university,2,25,76915.0,78270.0,79693.0,20335.0,0.0,0.0,3149.0,3039.0,1550.0,0.0,0.0,0.0,not default
8889,20000,male,university,2,28,8723.0,10265.0,12086.0,13180.0,13660.0,14288.0,2000.0,2000.0,1600.0,1000.0,1000.0,1000.0,not default
8890,10000,male,university,1,26,2400.0,2400.0,2400.0,2400.0,2400.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,default
8891,30000,male,university,2,26,14773.0,14252.0,13738.0,15424.0,14881.0,15894.0,0.0,0.0,2226.0,0.0,1406.0,0.0,default
8892,60000,male,graduate school,2,28,40784.0,41723.0,42665.0,43254.0,43757.0,44378.0,2001.0,2001.0,1690.0,1501.0,1617.0,1502.0,not default
8893,100000,male,university,2,28,9125.0,10664.0,12183.0,13670.0,15129.0,15732.0,2000.0,2000.0,2000.0,2000.0,1000.0,2000.0,default
8894,10000,male,university,1,28,1474.0,2641.0,3745.0,4642.0,5642.0,6342.0,1196.0,1300.0,1000.0,1000.0,700.0,1208.0,not default
8895,70000,male,university,2,28,26357.0,27223.0,27492.0,28738.0,27977.0,30022.0,1600.0,1000.0,2000.0,0.0,2500.0,0.0,default
8896,60000,male,graduate school,2,28,26129.0,30544.0,21712.0,23284.0,24945.0,25402.0,5000.0,2000.0,2000.0,2000.0,2000.0,2000.0,not default
8897,130000,male,graduate school,2,29,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not default
8898,30000,male,high school,1,30,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,default
8899,20000,male,university,2,27,15993.0,17016.0,18356.0,19028.0,38688.0,19897.0,1600.0,1621.0,1293.0,830.0,1548.0,626.0,not default
8900,50000,male,university,2,28,8608.0,10300.0,12711.0,12210.0,12508.0,13306.0,2000.0,2900.0,0.0,500.0,1000.0,1000.0,not default
8901,80000,male,high school,2,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,default
8902,150000,male,graduate school,1,27,390.0,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,not default
8903,60000,male,university,2,27,26437.0,27741.0,28465.0,31040.0,29827.0,28254.0,1701.0,1425.0,3000.0,0.0,955.0,942.0,not default
8904,10000,male,high school,2,23,5807.0,6974.0,7838.0,9002.0,9182.0,9729.0,1270.0,1134.0,1298.0,478.0,847.0,0.0,not default
8905,50000,male,university,2,26,49586.0,49865.0,41132.0,31538.0,28896.0,28315.0,2268.0,2200.0,1917.0,1200.0,1030.0,1300.0,not default
8906,50000,male,graduate school,2,26,48924.0,48593.0,49459.0,50160.0,49244.0,50531.0,2200.0,2200.0,1890.0,2000.0,2000.0,1800.0,not default
8907,220000,male,graduate school,2,28,22399.0,24203.0,24081.0,25356.0,20952.0,18340.0,3000.0,2000.0,2000.0,1000.0,1200.0,900.0,not default
